OBJECTID,ID,NAME,PSTART,PEND,SW_DIRECT,LENGTH,WIDTH_U,WIDTH_C,SW_LENG,SW_WTH,SWD_WTH,SWT_WTH,SWW_WTH,SW_PAVE,SHAPE_AR,SW_AREA,SW_BK_L,SW_BK_B,SW_BK_E,SW_BK_P,SW_BK_O,SW_HOLE,SW_TREE,SW_RAMP,SW_CARRAMP,BLOK_NAME,ARCADE,AC_EVEN,U_OFFICE,U_WIDTH,BC_PLACE,BC_WIDTH,MEMO,SW_BRKRAT,SW_PAVE_C,SW_PASS,SW_USES,COUNTY_NA,VILL_NAME,KEY_DATE,MOD_DATE,MOD_Account,Egn_YN,Egn_ID,Egn_Year,Shape.STArea(),Shape.STLength()
15971,3514604098,東勇北路,福林街,東勇街424巷63弄,2,189.5,20.8,16,181.3,2.1,0.9,1.2,1.2,高壓混凝土磚,380.73,23.18,7,2,0,0,0,33,13,2,0,無,否,否,否,0,0,,,0,1,1,,桃園市,八德區,1403827200000,1545906240000,03080A,否,,,429.66062462757,378.29132051564
15972,3514604099,東勇北路,東勇街424巷63弄,東勇街168巷,2,72.4,20.4,16.4,36,1.9,0,1.9,1,高壓混凝土磚,68.4,3.24,1,0,0,0,0,6,2,4,1,無,否,否,否,0,0,,,0,1,1,,桃園市,八德區,1403827200000,1545906240000,03080A,否,,,75.886118240071,83.737659101445
15973,3514604100,東勇北路,東勇街168巷,忠勇街424巷,2,165.4,20.4,16.4,152,1.9,0.9,1,1,高壓混凝土磚,288.8,21.06,7,1,0,0,0,29,13,2,0,輪胎阻礙兩處,否,否,否,0,0,0,,0,1,3,8,桃園市,八德區,1403827200000,1451260800000,CECI,,,,283.36124512257,310.4832887514
15974,3514603101,東勇北路,東勇街424巷,忠勇六街,2,196.9,20.5,16.5,180,2.05,0.9,1.15,1.15,高壓混凝土磚,369,25.94,7,3,0,0,0,31,15,12,5,停放私人車輛阻礙一處,否,否,否,0,0,,,0,1,2,,桃園市,八德區,1403827200000,1545909240000,03080A,否,,,400.21619471501,366.77651668681
15975,3514603102,東勇北路,忠勇六街,東勇二路,2,59.9,20.4,16.4,33,2.1,0,2.1,1.2,高壓混凝土磚,69.3,0,1,0,0,0,0,6,0,2,0,無,否,否,否,0,0,,,0,2,1,,桃園市,八德區,1403827200000,1545909000000,03080A,否,,,73.917834453886,75.108850523568
15976,3514603103,東勇北路,東勇2路,忠勇三街,2,65.7,20.6,16,37.6,2.05,0.9,1.15,1.15,高壓混凝土磚,77.08,4.84,2,0,0,0,0,7,3,2,0,無,否,否,否,0,0,,,0,1,1,,桃園市,八德區,1403827200000,1545909240000,03080A,否,,,79.716020323493,81.759071854438
15977,3514603104,東勇北路,忠勇三街,忠勇二街,2,63.5,20.9,16.3,45.4,2.05,0,2.05,1.15,高壓混凝土磚,93.07,5.19,3,1,0,0,0,8,3,2,0,無,否,否,是,4.8,0,,,0,1,1,,桃園市,八德區,1403827200000,1545909240000,03080A,否,,,93.319955164022,95.871650325548
15978,3514603105,東勇北路,忠勇二街,忠勇一街,2,76.5,20.5,16.2,55.5,1.95,1,1.95,0.95,高壓混凝土磚,108.22,4.86,1,0,0,0,0,12,3,2,0,無,否,否,否,0,0,,,0,1,1,,桃園市,八德區,1403827200000,1545149760000,03080A,否,,,114.7369983664,122.02244685542
15979,3514603106,東勇北路,忠勇一街,東勇一路,2,126.7,20.8,16.4,102.2,1.9,0,1.9,0.67,高壓混凝土磚,194.18,17.17,8,3,0,0,0,20,7,2,0,無,否,否,否,0,0,,,0,1,1,,桃園市,八德區,1403827200000,1545909240000,03080A,否,,,202.07811631105,213.41392684027
15980,3514603117,東勇街,東勇一路,義勇街,2,134.4,20.4,16.5,109,2,0,2,0.9,連鎖磚,218,14.83,9,2,0,0,0,19,10,2,3,招牌,是,否,否,0,0,,,0,1,3,,桃園市,八德區,1403913600000,1545909300000,03080A,否,,,223.72850901336,227.68486704548
