OBJECTID,ID,NAME,PSTART,PEND,SW_DIRECT,LENGTH,WIDTH_U,WIDTH_C,SW_LENG,SW_WTH,SWD_WTH,SWT_WTH,SWW_WTH,SW_PAVE,SHAPE_AR,SW_AREA,SW_BK_L,SW_BK_B,SW_BK_E,SW_BK_P,SW_BK_O,SW_HOLE,SW_TREE,SW_RAMP,SW_CARRAMP,BLOK_NAME,ARCADE,AC_EVEN,U_OFFICE,U_WIDTH,BC_PLACE,BC_WIDTH,MEMO,SW_BRKRAT,SW_PAVE_C,SW_PASS,SW_USES,COUNTY_NA,VILL_NAME,KEY_DATE,MOD_DATE,MOD_Account,Egn_YN,Egn_ID,Egn_Year,Shape.STArea(),Shape.STLength()
10221,,光榮路,宜東二路,傳藝路,2,150,30,,150,8,1,,6,,,,,,,,,,,2,,,,,,,,,,,,,,宜蘭縣,羅東鎮,,1619775720000,02000A,否,,,695.89307536839,234.19954936445
10222,,公正路,公正路,北城橋,2,500,20,,1000,4,2,,2,,,,,,,,,,,5,,,,,,,,,,,,,,宜蘭縣,羅東鎮,,1646327340000,02000A,否,,,2559.1018324368,1682.4999644442
10223,,復興路,員山鄉公所,文化路,1,520,13,,1140,4,2,,2,,,,,,,,,,,4,,,,,,,,,,,,,,宜蘭縣,員山鄉,,1630591680000,02120A,是,1035500030202071090,2014,14651.279021463,1537.1779348801
11372,X10400001,忠孝路,馬賽路,仁愛路,1,820,20,16,1640,4,0.9,4,1.8,高壓混凝土磚,3280,297.8,16,4,0,0,0,18,110,23,0,2,否,否,否,0,0,,,58,1,1,3,宜蘭縣,蘇澳鎮,1444780800000,1444843260000,02090A,是,1035500030202031160,2014,14338.446056765,1600.7076381499
11373,X10400002,信義路,祥和路,蘇濱路二段,2,975,20,16,1950,4,0.9,4,1.8,高壓混凝土磚,3900,283.5,19,2,0,0,0,22,105,39,0,2,否,否,否,0,0,,,53,1,1,3,宜蘭縣,蘇澳鎮,1444780800000,1444843380000,02090A,,,,14479.115482763,1972.4575839201
11385,,冬山路,冬山路,冬山路,1,100,7.5,,95,2.5,0.5,,2.5,,,,,,,,,,,3,,,,,,,,,,,,,,宜蘭縣,冬山鄉,,1556203800000,02080A,是,1035500030202081200,2014,89.466049315163,73.551909794428
11386,,冬山路,冬山路,冬山路,2,100,7.5,,95,25,0.5,,2.5,,,,,,,,,,,3,,,,,,,,,,,,,,宜蘭縣,冬山鄉,,1572019560000,02000A,是,1035500030202081200,2014,89.182293263755,75.592881738497
1,1,龍泉路,漳福路,龍泉路,2,280,15,0,270,3,1.5,0,1.5," ",0,0,0,0,0,0,0,0,0,2,0," "," "," "," ",0," ",0," ",0," "," "," ",宜蘭縣,礁溪鄉,,1561420800000,CECI,,,,2019.1828622043,554.97248996661
2,2,龍泉路,漳福路,龍泉路,1,280,15,0,270,3,1.7,0,1.7,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,,,,0,,,,宜蘭縣,礁溪鄉,,1572018300000,02000A,否,,,1399.3320885368,562.0991965685
3,4,育龍路,龍潭路,一結路,1,1110,15,0,250,2.79,1.04,0,0.89," ",0,0,0,0,0,0,0,0,0,2,0," "," "," "," ",0," ",0," ",0," "," "," ",宜蘭縣,礁溪鄉,,1561420800000,CECI,,,,596.43252293079,529.54844564822
