OBJECTID,ID,NAME,PSTART,PEND,SW_DIRECT,LENGTH,WIDTH_U,WIDTH_C,SW_LENG,SW_WTH,SWD_WTH,SWT_WTH,SWW_WTH,SW_PAVE,SHAPE_AR,SW_AREA,SW_BK_L,SW_BK_B,SW_BK_E,SW_BK_P,SW_BK_O,SW_HOLE,SW_TREE,SW_RAMP,SW_CARRAMP,BLOK_NAME,ARCADE,AC_EVEN,U_OFFICE,U_WIDTH,BC_PLACE,BC_WIDTH,MEMO,SW_BRKRAT,SW_PAVE_C,SW_PASS,SW_USES,COUNTY_NA,VILL_NAME,KEY_DATE,MOD_DATE,MOD_Account,Egn_YN,Egn_ID,Egn_Year,Shape.STArea(),Shape.STLength()
10093,,太湖路一段,山外圓環,映碧潭,2,110,8,,1.6,1.6,0.6,,1,,,,,,,,,,,4,,,,,,,,,,,,,,金門縣,金湖鎮,,1624197840000,71000A,是,1025500030271001010,2013,1545.2495280525,455.22831180136
10094,,太湖北側環湖道路,823紀念館,太湖二橋,2,600,8,,600,1.6,0,,1.6,,,,,,,,,,,N,,,,,,,,,,,,,,金門縣,金湖鎮,,1624198200000,71000A,否,,,7651.0877707579,1219.7440003487
10098,,桃園路,殯葬所,孚佑宮,1,700,8,,700,2,0,,2,,,,,,,,,,,10,,,,,,,,,,,,,,金門縣,金寧鄉,,1624198080000,71000A,是,1045500030271001010,2015,9058.3947227275,1324.9822787004
21923,,金鼎國小至環北一段,林堡路,環島北路一段,1,290,4,,290,1.2,0,,1.2,,,,,,,,,,,N,,,,,,,,,,,,,,金門縣,金寧鄉,1468972800000,1624198200000,71000A,是,1045500030271041030,2015,1167.2521011773,612.51278444534
21924,,頂林路至中堡,頂林路,中堡,1,700,8,,700,1,0,,1,,,,,,,,,,,10,,,,,,,,,,,,,,金門縣,金寧鄉,1468972800000,1624200360000,71000A,是,1045500030271041030,2015,14636.051175916,1728.8717393466
21925,,環島南路三段(尚義段),海巡署隊部,象德宮,1,700,8,,700,1.5,0,,1.5,,,,,,,,,,,N,,,,,,,,,,,,,,金門縣,金湖鎮,1469059200000,1624198560000,71000A,是,1045500030271001010,2015,10738.79210175,1561.670031288
4887,,環島東路一段,金沙水庫,陽宅,1,7878,8.5,0,30,1.55,0,0,1.55,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,,0,,0,,,,金門縣,金沙鎮,,1405900800000,71000A,,,,63.598372416689,70.535141186313
4888,,環島東路二段,陽宅,823紀念碑,2,7878,8.5,0,238,2.2,0,0,2.2,,0,0,0,0,0,0,0,0,0,4,0,,,,,0,,,,0,,,,金門縣,金沙鎮,,1466523360000,71000A,,,,721.15015699515,652.93561710451
4889,,成功路,沙青路,沙美車站,1,300,6,0,243,1,0,0,1,,0,0,0,0,0,0,0,0,0,20,0,,,,,0,,0,,0,,,,金門縣,金沙鎮,,1405900800000,71000A,是,1025500030271001010,2013,965.89706977813,472.78475844972
4890,,2-22號道路(銘傳大學聯外道路-東美亭),銘傳大學聯外道路,東美亭,2,11058,6,0,360,4,0,0,4,,0,0,0,0,0,0,0,0,0,5,0,,,,,0,,,,0,,,,金門縣,金沙鎮,,1623941220000,71000A,是,1035500030271001020,2014,1512.1576788934,706.42694181614
4891,,成功路,沙青路,沙美車站,2,300,6,0,243,2,0,0,2,,0,0,0,0,0,0,0,0,0,10,0,,,,,0,,0,,0,,,,金門縣,金沙鎮,,1405900800000,71000A,是,1025500030271001010,2013,1728.8304016244,620.09493807431
4892,,2-22號道路(沙青路-銘傳大學聯外道路),沙青路,銘傳大學聯外道路,2,11058,6,0,700,4,0,0,4,,0,0,0,0,0,0,0,0,0,14,0,,,,,0,,,,0,,,,金門縣,金沙鎮,,1623941460000,71000A,是,1035500030271001020,2014,4907.441383146,1440.0174323754
4893,,成功路,金沙大賣場,金沙公車站,2,200,8,0,200,4,0,0,4,,0,0,0,0,0,0,0,0,0,N,0,,,,,0,,0,,0,,,,金門縣,金沙鎮,,1403827200000,71000A,是,1025500030271001010,2013,1236.7273743396,503.39448745102
4894,,西海路三段,浯江橋,賢厝三角公園,2,2638,8,0,272,2.13,0.35,0,2,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,,0,,0,,,,金門縣,金城鎮,,1405900800000,71000A,是,1045500030271001010,2015,353.13638127135,372.42089800512
4895,02030002,民權路,青年活動中心,法院,2,418,11,8,180,3,0.7,0,2,,540,14.53,8,1,0,0,0,0,12,5,2,,,,,0,,,25組格柵開口大於1.2cm,0,1,1,2,金門縣,金城鎮,1357171200000,1623941820000,71000A,否,,,252.80615349183,140.65558631298
4896,,西海路三段,浯江橋,賢厝三角公園,2,2638,8,0,697,2.3,0.3,0,2,,0,0,0,0,0,0,0,0,0,17,0,,,,,0,,,,0,,,,金門縣,金城鎮,,1623942000000,71000A,是,1045500030271001010,2015,2028.6444356813,1910.5581267771
4897,02030001,民權路,青年活動中心,法院,1,418,10.5,8,400,2.5,0,0,2.5,,1000,87.54,13,3,0,0,0,10,2,18,5,,,,,1.6,,0,,0,1,1,2,金門縣,金城鎮,1357171200000,1361923200000,,是,1005500030271001010,2011,737.94265062021,836.46048286929
4898,,環島西路一段,山前,東門圓環,2,19764,15,0,36,3.96,0.91,0,2.16,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,,0,,0,,,,金門縣,金城鎮,,1405900800000,71000A,,,,96.008257960729,96.369348357293
