OBJECTID,ID,NAME,PSTART,PEND,SW_DIRECT,LENGTH,WIDTH_U,WIDTH_C,SW_LENG,SW_WTH,SWD_WTH,SWT_WTH,SWW_WTH,SW_PAVE,SHAPE_AR,SW_AREA,SW_BK_L,SW_BK_B,SW_BK_E,SW_BK_P,SW_BK_O,SW_HOLE,SW_TREE,SW_RAMP,SW_CARRAMP,BLOK_NAME,ARCADE,AC_EVEN,U_OFFICE,U_WIDTH,BC_PLACE,BC_WIDTH,MEMO,SW_BRKRAT,SW_PAVE_C,SW_PASS,SW_USES,COUNTY_NA,VILL_NAME,KEY_DATE,MOD_DATE,MOD_Account,Egn_YN,Egn_ID,Egn_Year,Shape.STArea(),Shape.STLength()
10096,,深美街_01,深溪路,深美街86巷,2,400,12,8,400,1.5,0.3,,1.2,抿石子,,,,,,,,,,2,,,,,,,,,,,1,,2,基隆市,信義區,,1430843280000,17000A,,,,550.82092020029,1009.5918764904
10097,,深美街_02,深溪路,深美街86巷,1,400,12,8,400,1.5,0.3,1.5,1.2,抿石子,600,,,,,,,,,2,,,否,否,否,,,,,,1,1,2,基隆市,信義區,,1593770640000,17000A,否,,,579.12552811037,1010.2833838832
21821,,明德二路01,光明路,泰安路,1,400,20,,400,1.72,0.5,,1.72,,,,,,,,,,,4,,,,,,,,,,,,,,基隆市,七堵區,,1657723560000,17000A,否,,,1109.6066410891,820.80064186078
21822,,大華二路01,大華二路24-2號,六合橋,1,1008,10,,250,1.2,0.5,,0.9,,,,,,,,,,,2,,,,,,,,,,,,,,基隆市,七堵區,,1637061420000,17000A,否,,,6950.5447605661,2348.7987051799
7057,,明德一路01,崇孝街,崇智街,1,1895,22,0,482,1.6,0,0,1.6,,0,0,0,0,0,0,0,0,0,11,0,,,,,0,,,,0,,,,基隆市,七堵區,,1651250640000,17000A,否,,,976.56662794805,730.02090896646
7058,,百一街01,實踐路,福一街,2,210,10,0,210,3,0.5,0,2.5,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,,,,0,,,,基隆市,七堵區,,1651253640000,17000A,是,1015500040317021020,2012,420.89137845017,416.10819470218
7059,光明路_6,光明路01,自治街,開元路,1,158,15,0,158,1.5,1,0,0.9,抿石子,549,0,23,2,0,0,0,0,0,5,0,,,,,0,,,,0,,,,基隆市,七堵區,,1637059560000,17000A,否,,,557.9671777022,746.96381622952
7061,光明路_4,光明路02,開元路,自治街,1,183,15,0,183,1.5,0.7,0,0.9,抿石子,274.5,0,14,0,0,0,0,0,0,2,0,,,,,0,,,,0,,,,基隆市,七堵區,,1648468620000,17000A,否,,,279.78727085318,376.04908353834
7062,光明路_3,光明路03,開元路,自治街,2,183,15,0,183,1.5,0.8,0,0.9,抿石子,494.1,0,14,0,0,0,0,0,0,7,0,,,,,0,,,,0,,,,基隆市,七堵區,,1648468620000,17000A,否,,,507.62747470467,381.42444926939
7063,光明路_2,光明路04,明德一路,開元路,1,415,16,0,415,1.6,0.7,0,0.9,抿石子,664,0,26,0,0,0,0,0,0,4,0,,,,,0,,,,0,,,,基隆市,七堵區,,1648468620000,17000A,否,,,633.9209988763,795.59570088121
