OBJECTID,ID,NAME,PSTART,PEND,SW_DIRECT,LENGTH,WIDTH_U,WIDTH_C,SW_LENG,SW_WTH,SWD_WTH,SWT_WTH,SWW_WTH,SW_PAVE,SHAPE_AR,SW_AREA,SW_BK_L,SW_BK_B,SW_BK_E,SW_BK_P,SW_BK_O,SW_HOLE,SW_TREE,SW_RAMP,SW_CARRAMP,BLOK_NAME,ARCADE,AC_EVEN,U_OFFICE,U_WIDTH,BC_PLACE,BC_WIDTH,MEMO,SW_BRKRAT,SW_PAVE_C,SW_PASS,SW_USES,COUNTY_NA,VILL_NAME,KEY_DATE,MOD_DATE,MOD_Account,Egn_YN,Egn_ID,Egn_Year,Shape.STArea(),Shape.STLength()
10070,,滿州鄉復興路人本都市計畫區人行步道空間改善工程,文化路,南興路,3,410,6,,410,6,0,6,6,PC+高壓磚,,,,,,,,5,,N,,,否,否,否,,0,,,0,2,1,,屏東縣,滿州鄉,,1599651900000,13000A,是,1035500030213241610,2014,1280.510347885,840.54092760993
10225,,中正路,中山路,復興路,2,700,11,8,700,3,0,3,1.5,透水磚,1078,0,6,0,6,0,0,5,0,0,2,違規停車狀況嚴重,否,是,否,0,0,,,0,1,1,2,屏東縣,滿州鄉,1386720000000,1566227220000,13000A,是,1025500030213241350,2013,1274.5618140951,600.57994355901
10226,,文化路,中山路,復興路,2,400,7,5,400,2.4,0,2.4,1.2,透水磚,960,0,12,0,4,0,0,4,0,0,1,違規停車狀況嚴重,否,是,否,0,0,,,0,1,1,2,屏東縣,滿州鄉,1386720000000,1437643560000,13360A,,,,612.82553895167,524.10468327481
10227,,三進路,文化路口,朝昇二巷路口,1,185,11,,185,3,0,,3,,,,,,,,,,,3,,,,,,,,,,,,,,屏東縣,潮州鎮,,1599730800000,13000A,是,1025500030213021260,,426.61248622454,407.75229004624
10228,,朝昇二巷,三進路路口,永坤路路口,2,160,11,,160,3.3,0,,3.3,,,,,,,,,,,0,,,,,,,,,,,,,,屏東縣,潮州鎮,,1591884840000,13000A,否,,,458.31600361036,319.30996474908
10229,,南進路,南進一巷,朝昇東路,1,200,7,,200,1.5,0,,1.5,,,,,,,,,,,0,,,,,,,,,,,,,,屏東縣,潮州鎮,,1591885500000,13000A,否,,,436.36774784714,440.81118922136
10230,,光春路,光春國中北側圍牆,光春國中南側圍牆,2,160,20,,160,4,0,,4,,,,,,,,,,,5,,,,,,,,,,,,,,屏東縣,潮州鎮,,1599731640000,13000A,是,1025500030213021260,,459.58312357527,275.31729536718
10231,,文化路1,朝昇路,朝陽路,1,60,25,,60,7,0,,7,,,,,,,,,,,2,,,,,,,,,,,,,,屏東縣,潮州鎮,,1599731220000,13000A,是,1025500030213021260,2013,137.87594115463,124.53464466793
10232,,文化路2,朝昇路,朝陽路,2,60,25,,60,7,0,,7,,,,,,,,,,,2,,,,,,,,,,,,,,屏東縣,潮州鎮,,1599731220000,13000A,是,1025500030213021260,2013,141.16373822001,121.64925487759
10233,,朝昇東路,永安路,光華國小旁,2,185,18,,185,3.6,0,,3.6,,,,,,,,,,,2,,,,,,,,,,,,,,屏東縣,潮州鎮,,1599731880000,13000A,是,1025500030213021260,,559.34151140403,584.19990878132
