OBJECTID,ID,NAME,PSTART,PEND,SW_DIRECT,LENGTH,WIDTH_U,WIDTH_C,SW_LENG,SW_WTH,SWD_WTH,SWT_WTH,SWW_WTH,SW_PAVE,SHAPE_AR,SW_AREA,SW_BK_L,SW_BK_B,SW_BK_E,SW_BK_P,SW_BK_O,SW_HOLE,SW_TREE,SW_RAMP,SW_CARRAMP,BLOK_NAME,ARCADE,AC_EVEN,U_OFFICE,U_WIDTH,BC_PLACE,BC_WIDTH,MEMO,SW_BRKRAT,SW_PAVE_C,SW_PASS,SW_USES,COUNTY_NA,VILL_NAME,KEY_DATE,MOD_DATE,MOD_Account,Egn_YN,Egn_ID,Egn_Year,Shape.STArea(),Shape.STLength()
194,,水源路,甲后路,順天路,1,850,12.7,0,768,1.5,1,0,0.5,,0,0,0,0,0,0,0,0,0,4,0,,,,,0,,,,0,,,,台中市,大甲區,,1592242320000,19000A,否,,,3388.6875473265,2296.2566944547
195,,幼一路,幼獅路口,工五路口,2,400,15.2,0,375,1.8,1,0,0.8,,0,0,0,0,0,0,0,0,0,5,0,,,,,0,,,,0,,,,台中市,大甲區,,1592240040000,19000A,否,,,1745.7265073747,724.84121860508
196,,幼七路,工九路口,工十路口,1,750,15.55,0,675,1.88,1,0,0.88,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,,,,0,,,,台中市,大甲區,,1592240100000,19000A,否,,,2459.3724815454,1471.2727181978
197,,幼九路,幼獅路口,黎明路口,2,850,15.1,0,785,1.85,1,0,0.85,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,,,,0,,,,台中市,大甲區,,1592240340000,19000A,否,,,2523.6781980662,1704.1852707108
198,,幼二路,幼獅路口,青一路一巷口,1,600,1.75,0,545,1.75,1,0,0.75,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,,,,0,,,,台中市,大甲區,,1558096560000,19000A,否,,,8519.5769983216,1814.5280234718
199,,幼三路,幼獅路口,工三路口,2,250,15.2,0,245,1.8,1,0,0.8,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,,,,0,,,,台中市,大甲區,,1592242560000,19000A,否,,,949.87831893336,500.48853519238
200,,幼五路,工七路口,工六路口,2,1000,15.2,0,915,1.8,1,0,0.8,,0,0,0,0,0,0,0,0,0,4,0,,,,,0,,,,0,,,,台中市,大甲區,,1592240640000,19000A,否,,,3518.614913019,1466.9189052585
201,,幼六路,工七路口,工十路口,1,900,15.4,0,795,1.8,1,0,0.8,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,,,,0,,,,台中市,大甲區,,1592240820000,19000A,否,,,3596.2700474982,1704.4472859057
202,,幼四路,工七路口,青年路口,2,780,15.1,0,700,1.75,1,0,0.75,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,,,,0,,,,台中市,大甲區,,1592240880000,19000A,否,,,2176.2637536513,1208.2615309284
203,,青一路,青一路一巷口,青一路十三巷口,1,500,11.5,0,500,1.8,1,0,0.8,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,,,,0,,,,台中市,大甲區,,1592242140000,19000A,否,,,1184.3731826013,960.4852078918
